ST_FIPS,Munic_FIPS,Year,Population,Combined_FIPS,Border_County,County,county_state,Border_State,state_name,Aggregate,Aggregate_Category,SFGR_Cases,SFGR_Inc,SFGR_Cases_Supp,SFGR_Inc_Supp,Ac_Syph_Cases,Ac_Syph_Inc,Ac_Syph_Cases_Supp,Ac_Syph_Inc_Supp,Gon_Cases,Gon_Inc,Gon_Cases_Supp,Gon_Inc_Supp,TB_Cases,TB_Inc,TB_Cases_Supp,TB_Inc_Supp,AIDS_Cases,AIDS_Inc,AIDS_Cases_Supp,AIDS_Inc_Supp,HepA_Cases,HepA_Inc,HepA_Cases_Supp,HepA_Inc_Supp,HepB_Cases,HepB_Inc,HepB_Cases_Supp,HepB_Inc_Supp,BinationBorn_Count,BinationBorn_Count_Supp,BinationBorn_Percent_Supp,BinationBorn_Percent,Country
19,040,2011,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2012,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2013,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2014,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2015,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2016,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2017,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2018,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2019,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,040,2020,,19040,Yes,Parás,"Parás, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2010,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2011,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2012,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2013,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2014,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2015,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2016,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2017,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2018,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2019,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,041,2020,,19041,No,Pesquería,"Pesquería, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2010,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2011,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2012,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2013,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2014,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2015,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2016,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2017,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2018,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2019,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,043,2020,,19043,No,Rayones,"Rayones, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2010,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2011,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2012,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2013,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2014,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2015,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2016,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2017,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2018,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2019,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,044,2020,,19044,Yes,Sabinas Hidalgo,"Sabinas Hidalgo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2010,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2011,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2012,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2013,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2014,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2015,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2016,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2017,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2018,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2019,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,045,2020,,19045,No,Salinas Victoria,"Salinas Victoria, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2010,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2011,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2012,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2013,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2014,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2015,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2016,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2017,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2018,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2019,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,046,2020,,19046,No,San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2010,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2011,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2012,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2013,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2014,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2015,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2016,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2017,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2018,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2019,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,019,2020,,19019,No,San Pedro Garza García,"San Pedro Garza García, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2010,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2011,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2012,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2013,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2014,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2015,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2016,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2017,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2018,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2019,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,048,2020,,19048,No,Santa Catarina,"Santa Catarina, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2010,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2011,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2012,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2013,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2014,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2015,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2016,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2017,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2018,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2019,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,049,2020,,19049,No,Santiago,"Santiago, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2010,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2011,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2012,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2013,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2014,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2015,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2016,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2017,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2018,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2019,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,050,2020,,19050,Yes,Vallecillo,"Vallecillo, Nuevo Leon",,Nuevo Leon,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2010,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2011,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2012,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2013,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2014,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2015,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2016,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2017,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2018,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2019,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
19,051,2020,,19051,No,Villaldama,"Villaldama, Nuevo Leon",,Nuevo Leon,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2010,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2011,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2012,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2013,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2014,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2015,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2016,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2017,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2018,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2019,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,001,2020,,26001,No,Aconchi,"Aconchi, Sonora",,Sonora,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
26,002,2010,,26002,Yes,Agua Prieta,"Agua Prieta, Sonora",,Sonora,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
